page_source,first_scrape_date,last_scrape_date,url,post_type,city,location,title,property_type,postcode,price,price_type,surface,surface_unit,rooms,furnished,postcode_1,gemeente,gemeente_code,wijk,wijk_code,buurt,buurt_code,stadsdeel_onderverdeling,stadsdeel,pc6_jaar
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/255b4252/eendrachtstraat,Rent,Amsterdam,,Flat Eendrachtstraat,Flat,1078 XV,2250,per month,70,m2,2,Upholstered,1078 XV,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/2ffdbc4c/uiterwaardenstraat,Buy,Amsterdam,,Appartement Uiterwaardenstraat 252 1,Appartement,1079 CX,375000,k.k.,49,m2,2,,1079 CX,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/9324bdb9/victorieplein,Buy,Amsterdam,,Appartement Victorieplein 37,Appartement,1078 PD,475000,k.k.,52,m2,2,,1078 PD,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/443816d9/roerstraat,Buy,Amsterdam,,Appartement Roerstraat 121 1,Appartement,1078 LM,585000,k.k.,72,m2,4,,1078 LM,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/4b1ce5ee/europaplein,Buy,Amsterdam,,Appartement Europaplein 125 2,Appartement,1079 AX,695000,k.k.,108,m2,4,,1079 AX,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-17,https://www.pararius.nl/apartment-for-rent/amsterdam/cc68f55f/roerstraat,Rent,Amsterdam,1078 LN Amsterdam (Scheldebuurt),Flat Roerstraat 12 2,Flat,1078 LN,2650,per month,71,m²,3,Shell,1078 LN,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-17,https://www.pararius.nl/appartement-te-koop/amsterdam/c27ce6a8/jekerstraat,Buy,Amsterdam,1078 MJ Amsterdam (Scheldebuurt),Appartement Jekerstraat 110 1,Appartement,1078 MJ,675000,k.k.,79,m²,5,,1078 MJ,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/7ee281eb/geleenstraat,Rent,Amsterdam,1078 LG Amsterdam (Scheldebuurt),Flat Geleenstraat,Flat,1078 LG,2250,per month,81,m²,4,,1078 LG,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/1f2cf29c/scheldestraat,Rent,Amsterdam,1078 GE Amsterdam (Scheldebuurt),Flat Scheldestraat 35 1,Flat,1078 GE,3100,per month,113,m²,3,Furnished,1078 GE,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/7b39f32f/krammerstraat,Rent,Amsterdam,1078 KE Amsterdam (Scheldebuurt),Flat Krammerstraat 9 2,Flat,1078 KE,2500,per month,70,m²,3,Upholstered,1078 KE,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/67119517/geulstraat,Rent,Amsterdam,1078 LA Amsterdam (Scheldebuurt),Flat Geulstraat,Flat,1078 LA,2700,per month,81,m²,3,,1078 LA,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/050503bc/churchill-laan,Rent,Amsterdam,1078 GB Amsterdam (Scheldebuurt),Flat Churchill-laan,Flat,1078 GB,5500,per month,225,m²,6,Upholstered,1078 GB,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/5c19ab39/gaasterlandstraat,Rent,Amsterdam,1079 RH Amsterdam (Scheldebuurt),Flat Gaasterlandstraat,Flat,1079 RH,5900,per month,138,m²,4,Furnished,1079 RH,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Kop Zuidas,BU0363KK06,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/c8d99eaa/scheldeplein,Rent,Amsterdam,1078 GR Amsterdam (Scheldebuurt),Flat Scheldeplein,Flat,1078 GR,5500,per month,138,m²,4,,1078 GR,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/302adc86/volkerakstraat,Rent,Amsterdam,1078 XT Amsterdam (Scheldebuurt),Flat Volkerakstraat,Flat,1078 XT,2500,per month,77,m²,3,Upholstered,1078 XT,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/a956f788/biesboschstraat,Rent,Amsterdam,1078 MV Amsterdam (Scheldebuurt),Flat Biesboschstraat 40 1,Flat,1078 MV,2600,per month,74,m²,4,Furnished,1078 MV,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/0f0a5c65/diezestraat,Rent,Amsterdam,1078 JS Amsterdam (Scheldebuurt),Flat Diezestraat 32 2,Flat,1078 JS,4250,per month,150,m²,5,Upholstered,1078 JS,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b68236fa/roerstraat,Rent,Amsterdam,1078 LP Amsterdam (Scheldebuurt),Flat Roerstraat 22 3,Flat,1078 LP,2900,per month,120,m²,5,Upholstered,1078 LP,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/e4cb99c1/roerstraat,Rent,Amsterdam,1078 LM Amsterdam (Scheldebuurt),Flat Roerstraat,Flat,1078 LM,5500,per month,188,m²,6,Upholstered,1078 LM,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b6f3a41b/biesboschstraat,Rent,Amsterdam,1078 MR Amsterdam (Scheldebuurt),Flat Biesboschstraat 91 2,Flat,1078 MR,2500,per month,90,m²,2,Furnished,1078 MR,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-18,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/ff22956d/roerstraat,Rent,Amsterdam,1078 LN Amsterdam (Scheldebuurt),Flat Roerstraat 12 2,Flat,1078 LN,2650,per month,72,m²,3,Shell,1078 LN,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/fd4b1755/biesboschstraat,Rent,Amsterdam,1078 MK Amsterdam (Scheldebuurt),Flat Biesboschstraat,Flat,1078 MK,2800,per month,80,m²,2,Upholstered,1078 MK,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/89e1e7a6/niersstraat,Buy,Amsterdam,1078 VL Amsterdam (Scheldebuurt),Appartement Niersstraat 28,Appartement,1078 VL,775000,k.k.,87,m²,3,,1078 VL,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/7febc428/diezestraat,Buy,Amsterdam,1078 JL Amsterdam (Scheldebuurt),Appartement Diezestraat 11 H,Appartement,1078 JL,975000,k.k.,100,m²,4,,1078 JL,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/6272ef2b/waalstraat,Buy,Amsterdam,1079 DP Amsterdam (Scheldebuurt),Appartement Waalstraat 69 1,Appartement,1079 DP,430000,k.k.,46,m²,3,,1079 DP,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/c8363233/victorieplein,Buy,Amsterdam,1078 PD Amsterdam (Scheldebuurt),Appartement Victorieplein 43,Appartement,1078 PD,850000,k.k.,106,m²,4,,1078 PD,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/a24195e2/jekerstraat,Buy,Amsterdam,1078 MA Amsterdam (Scheldebuurt),Appartement Jekerstraat 61 1,Appartement,1078 MA,850000,k.k.,100,m²,3,,1078 MA,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/5846ee5f/krammerstraat,Buy,Amsterdam,1078 KE Amsterdam (Scheldebuurt),Appartement Krammerstraat 3 2,Appartement,1078 KE,625000,k.k.,75,m²,4,,1078 KE,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/7e7e0a65/victorieplein,Buy,Amsterdam,1078 PD Amsterdam (Scheldebuurt),Appartement Victorieplein 39 2,Appartement,1078 PD,925000,k.k.,113,m²,4,,1078 PD,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/f92f7ddf/churchill-laan,Buy,Amsterdam,1078 GB Amsterdam (Scheldebuurt),Appartement Churchill-laan 282 3,Appartement,1078 GB,795000,k.k.,97,m²,5,,1078 GB,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/8bf8d7fe/waalstraat,Buy,Amsterdam,1079 EB Amsterdam (Scheldebuurt),Appartement Waalstraat 102 4A,Appartement,1079 EB,275000,k.k.,27,m²,2,,1079 EB,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/d0413271/roerstraat,Buy,Amsterdam,1078 LL Amsterdam (Scheldebuurt),Appartement Roerstraat 93 C,Appartement,1078 LL,750000,k.k.,74,m²,3,,1078 LL,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/3742b2a3/roompotstraat,Buy,Amsterdam,1078 KT Amsterdam (Scheldebuurt),Appartement Roompotstraat 13 H,Appartement,1078 KT,900000,k.k.,101,m²,5,,1078 KT,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/6320d3c5/uiterwaardenstraat,Buy,Amsterdam,1079 DA Amsterdam (Scheldebuurt),Appartement Uiterwaardenstraat 280 H,Appartement,1079 DA,650000,k.k.,69,m²,3,,1079 DA,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/88b85af3/rooseveltlaan,Buy,Amsterdam,1079 AR Amsterdam (Scheldebuurt),Appartement Rooseveltlaan 203 1,Appartement,1079 AR,785000,k.k.,109,m²,5,,1079 AR,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/ced9e56d/lekstraat,Buy,Amsterdam,1079 EW Amsterdam (Scheldebuurt),Appartement Lekstraat 112 4A,Appartement,1079 EW,495000,k.k.,59,m²,4,,1079 EW,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/35e0f7ae/maasstraat,Buy,Amsterdam,1078 HK Amsterdam (Scheldebuurt),Appartement Maasstraat 42 3,Appartement,1078 HK,750000,k.k.,93,m²,4,,1078 HK,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/1eb04257/churchill-laan,Buy,Amsterdam,1078 DH Amsterdam (Scheldebuurt),Appartement Churchill-laan 59 B,Appartement,1078 DH,715000,k.k.,87,m²,3,,1078 DH,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/4627c54c/churchill-laan,Buy,Amsterdam,1078 DC Amsterdam (Scheldebuurt),Appartement Churchill-laan 23 A 2,Appartement,1078 DC,799000,k.k.,129,m²,5,,1078 DC,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/906772d0/maasstraat,Buy,Amsterdam,1078 HP Amsterdam (Scheldebuurt),Appartement Maasstraat 130 3,Appartement,1078 HP,949000,k.k.,128,m²,5,,1078 HP,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/eca242c7/rooseveltlaan,Buy,Amsterdam,1079 AA Amsterdam (Scheldebuurt),Appartement Rooseveltlaan 11 3,Appartement,1079 AA,1200000,k.k.,156,m²,6,,1079 AA,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/ea9ec0a2/amstelkade,Buy,Amsterdam,1078 AZ Amsterdam (Scheldebuurt),Appartement Amstelkade 170,Appartement,1078 AZ,825000,k.k.,93,m²,4,,1078 AZ,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Wielingenbuurt,BU0363KK01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/3c6314dd/victorieplein,Buy,Amsterdam,1078 PD Amsterdam (Scheldebuurt),Appartement Victorieplein 45 11,Appartement,1078 PD,1150000,k.k.,126,m²,3,,1078 PD,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/8efba401/biesboschstraat,Buy,Amsterdam,1078 MV Amsterdam (Scheldebuurt),Appartement Biesboschstraat 38 2,Appartement,1078 MV,750000,k.k.,80,m²,3,,1078 MV,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/12db75be/waalstraat,Buy,Amsterdam,1079 DP Amsterdam (Scheldebuurt),Appartement Waalstraat 65 2,Appartement,1079 DP,650000,k.k.,94,m²,3,,1079 DP,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/47248221/churchill-laan,Buy,Amsterdam,1078 DB Amsterdam (Scheldebuurt),Appartement Churchill-laan 5 2,Appartement,1078 DB,850000,k.k.,114,m²,5,,1078 DB,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Oost,BU0363KK04,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/f87a6b5f/maasstraat,Buy,Amsterdam,1078 HK Amsterdam (Scheldebuurt),Appartement Maasstraat 20 3,Appartement,1078 HK,1625000,k.k.,206,m²,5,,1078 HK,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/784fcbb0/jekerstraat,Buy,Amsterdam,1078 MD Amsterdam (Scheldebuurt),Appartement Jekerstraat 42,Appartement,1078 MD,895000,k.k.,97,m²,3,,1078 MD,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/41102161/rooseveltlaan,Buy,Amsterdam,1079 AN Amsterdam (Scheldebuurt),Appartement Rooseveltlaan 187,Appartement,1079 AN,1000000,k.k.,103,m²,4,,1079 AN,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-Midden,BU0363KK03,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/cd128f4f/zoomstraat,Buy,Amsterdam,1078 XL Amsterdam (Scheldebuurt),Appartement Zoomstraat 50 2,Appartement,1078 XL,995000,k.k.,115,m²,4,,1078 XL,Amsterdam,GM0363,Scheldebuurt,WK0363KK,Scheldebuurt-West,BU0363KK02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/apartment-for-rent/amsterdam/4ba59c7b/rijnstraat,Rent,Amsterdam,,Flat Rijnstraat,Flat,1078 PW,2750,per month,70,m2,3,Upholstered,1078 PW,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-16,https://www.pararius.nl/appartement-te-koop/amsterdam/3545fb9d/uithoornstraat,Buy,Amsterdam,,Appartement Uithoornstraat 47 2,Appartement,1078 SV,850000,k.k.,99,m2,5,,1078 SV,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-18,https://www.pararius.nl/appartement-te-koop/amsterdam/ee063d7b/victorieplein,Buy,Amsterdam,1078 PG Amsterdam (IJselbuurt),Appartement Victorieplein 38 3,Appartement,1078 PG,900000,k.k.,134,m²,6,,1078 PG,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-West,BU0363KL01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/55c5ad14/holendrechtstraat,Rent,Amsterdam,1078 TT Amsterdam (IJselbuurt),Flat Holendrechtstraat,Flat,1078 TT,897,per month,18,m²,2,Furnished,1078 TT,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/17f8455d/vechtstraat,Rent,Amsterdam,1078 RE Amsterdam (IJselbuurt),Flat Vechtstraat 1 D,Flat,1078 RE,2295,per month,62,m²,3,Upholstered,1078 RE,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/e456a4a5/vrijheidslaan,Rent,Amsterdam,1078 PJ Amsterdam (IJselbuurt),Flat Vrijheidslaan 6,Flat,1078 PJ,3000,per month,85,m²,3,Furnished,1078 PJ,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/50f3dbf3/reggestraat,Rent,Amsterdam,1078 CX Amsterdam (IJselbuurt),Flat Reggestraat,Flat,1078 CX,2400,per month,60,m²,2,Upholstered,1078 CX,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-West,BU0363KL01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/ec535d90/vrijheidslaan,Rent,Amsterdam,1078 PJ Amsterdam (IJselbuurt),Flat Vrijheidslaan 4,Flat,1078 PJ,2150,per month,33,m²,2,Furnished,1078 PJ,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/apartment-for-rent/amsterdam/b9906c76/holendrechtstraat,Rent,Amsterdam,1078 TT Amsterdam (IJselbuurt),Flat Holendrechtstraat,Flat,1078 TT,785,per month,14,m²,1,Furnished,1078 TT,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/457fb03a/amsteldijk,Buy,Amsterdam,1078 RS Amsterdam (IJselbuurt),Appartement Amsteldijk 126,Appartement,1078 RS,725000,k.k.,100,m²,5,,1078 RS,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/b78e2532/amstelkade,Buy,Amsterdam,1078 AC Amsterdam (IJselbuurt),Appartement Amstelkade 19 2,Appartement,1078 AC,495000,k.k.,64,m²,4,,1078 AC,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/b855d32d/ijselstraat,Buy,Amsterdam,1078 CJ Amsterdam (IJselbuurt),Appartement IJselstraat 40 H,Appartement,1078 CJ,750000,k.k.,77,m²,3,,1078 CJ,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-West,BU0363KL01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/cc8d29fe/amstelkade,Buy,Amsterdam,1078 AK Amsterdam (IJselbuurt),Appartement Amstelkade 65 D,Appartement,1078 AK,1250000,k.k.,154,m²,4,,1078 AK,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-West,BU0363KL01,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
Pararius,2024-12-05,2024-12-19,https://www.pararius.nl/appartement-te-koop/amsterdam/bb1d18cd/rijnstraat,Buy,Amsterdam,1078 PT Amsterdam (IJselbuurt),Appartement Rijnstraat 11 2,Appartement,1078 PT,575000,k.k.,76,m²,3,,1078 PT,Amsterdam,GM0363,IJselbuurt,WK0363KL,IJselbuurt-Oost,BU0363KL02,De Pijp / Rivierenbuurt,Stadsdeel Zuid,2024
